encounter_key,map_key,logical_location_key,method,condition,slot,species_key,evolution_chain_id,level_min,level_max,weight,table_profile,base_table_key,unlock_key,hidden_ability_policy,egg_move_policy,item_key,shared_capture_key,difficulty_policy,status,notes
ENCOUNTER_KEY_KANTO_FAMILY_0048,MAP_KEY_KANTO_K37,K37,大量発生,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,48,SPECIES_KEY_KANGASKHAN,53,85,94,0,NORMAL,TABLE_KEY_KANTO_K37,KANTO_CERT_3,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0049,MAP_KEY_KANTO_K19,K19,水上オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,49,SPECIES_KEY_HORSEA,54,87,92,10,NORMAL,TABLE_KEY_KANTO_K19,KANTO_CERT_4,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0050,MAP_KEY_KANTO_K12,K12,水上オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,50,SPECIES_KEY_GOLDEEN,55,82,87,10,NORMAL,TABLE_KEY_KANTO_K12,KANTO_CERT_2,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0051,MAP_KEY_KANTO_K20,K20,釣りオーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,51,SPECIES_KEY_STARYU,56,88,93,10,NORMAL,TABLE_KEY_KANTO_K20,KANTO_CERT_4,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0052,MAP_KEY_KANTO_K35,K35,ずつき／朝昼オーバーレイ＋追加進化道具,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,52,SPECIES_KEY_SCYTHER,58,85,94,8,NORMAL,TABLE_KEY_KANTO_K35,KANTO_CERT_3,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクの既存個体を無駄にせず追加進化可能。カントーは進化道具と高レベル素材の供給地。
ENCOUNTER_KEY_KANTO_FAMILY_0053,MAP_KEY_KANTO_K35,K35,ずつき／朝昼オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,53,SPECIES_KEY_PINSIR,62,85,94,8,NORMAL,TABLE_KEY_KANTO_K35,KANTO_CERT_3,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0054,MAP_KEY_KANTO_K37,K37,草むらオーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,54,SPECIES_KEY_TAUROS,63,85,94,8,NORMAL,TABLE_KEY_KANTO_K37,KANTO_CERT_3,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0055,MAP_KEY_KANTO_K19,K19,水上オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,55,SPECIES_KEY_MAGIKARP,64,87,92,10,NORMAL,TABLE_KEY_KANTO_K19,KANTO_CERT_4,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0056,MAP_KEY_KANTO_K29,K29,釣りオーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,56,SPECIES_KEY_LAPRAS,65,78,84,10,NORMAL,TABLE_KEY_KANTO_K29,KANTO_CERT_1,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0057,MAP_KEY_KANTO_K43,K43,屋内異常遭遇／DexNav,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,57,SPECIES_KEY_DITTO,66,95,100,0,NORMAL,TABLE_KEY_KANTO_K43,KANTO_CERT_6,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0058,MAP_KEY_KANTO_K33,K33,ずつき／朝昼オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,58,SPECIES_KEY_EEVEE,67,82,90,8,NORMAL,TABLE_KEY_KANTO_K33,KANTO_CERT_2,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0059,MAP_KEY_KANTO_K41,K41,屋内異常遭遇／DexNav,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,59,SPECIES_KEY_PORYGON,68,90,97,0,NORMAL,TABLE_KEY_KANTO_K41,KANTO_CERT_5,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0060,MAP_KEY_KANTO_K45,K45,博物館鑑定後に復元,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,60,SPECIES_KEY_OMANYTE,69,68,68,8,NORMAL,TABLE_KEY_KANTO_K45,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは早期の復元、カントーは高個体値・隠れ特性の再復元を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0061,MAP_KEY_KANTO_K44,K44,博物館鑑定後に復元,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,61,SPECIES_KEY_KABUTO,70,68,68,8,NORMAL,TABLE_KEY_KANTO_K44,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは早期の復元、カントーは高個体値・隠れ特性の再復元を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0062,MAP_KEY_KANTO_K44,K44,草むらオーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,62,SPECIES_KEY_AERODACTYL,71,68,70,8,NORMAL,TABLE_KEY_KANTO_K44,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0063,MAP_KEY_KANTO_K43,K43,SIMPLE_EVENT,既存条件＋主地方の捕獲フラグ共有,63,SPECIES_KEY_ARTICUNO,73,95,100,0,EVENT,TABLE_KEY_KANTO_K43,KANTO_LEAGUE_CLEAR,SHARED_ONCE,ONE_LEGAL_MOVE,ITEM_KEY_NONE,SHARED_CAPTURE_KEY_NATIONAL_0144,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。
ENCOUNTER_KEY_KANTO_FAMILY_0064,MAP_KEY_KANTO_K43,K43,SIMPLE_EVENT,既存条件＋主地方の捕獲フラグ共有,64,SPECIES_KEY_ZAPDOS,74,95,100,0,EVENT,TABLE_KEY_KANTO_K43,KANTO_LEAGUE_CLEAR,SHARED_ONCE,ONE_LEGAL_MOVE,ITEM_KEY_NONE,SHARED_CAPTURE_KEY_NATIONAL_0145,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。
ENCOUNTER_KEY_KANTO_FAMILY_0065,MAP_KEY_KANTO_K43,K43,SIMPLE_EVENT,既存条件＋主地方の捕獲フラグ共有,65,SPECIES_KEY_MOLTRES,75,95,100,0,EVENT,TABLE_KEY_KANTO_K43,KANTO_LEAGUE_CLEAR,SHARED_ONCE,ONE_LEGAL_MOVE,ITEM_KEY_NONE,SHARED_CAPTURE_KEY_NATIONAL_0146,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。
ENCOUNTER_KEY_KANTO_FAMILY_0066,MAP_KEY_KANTO_K36,K36,DexNav隠し枠,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,66,SPECIES_KEY_DRATINI,76,85,94,0,NORMAL,TABLE_KEY_KANTO_K36,KANTO_CERT_3,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0067,MAP_KEY_KANTO_K43,K43,SIMPLE_EVENT,既存条件＋主地方の捕獲フラグ共有,67,SPECIES_KEY_MEWTWO,77,95,100,0,EVENT,TABLE_KEY_KANTO_K43,KANTO_LEAGUE_CLEAR,SHARED_ONCE,ONE_LEGAL_MOVE,ITEM_KEY_NONE,SHARED_CAPTURE_KEY_NATIONAL_0150,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。
ENCOUNTER_KEY_KANTO_FAMILY_0068,MAP_KEY_KANTO_K43,K43,SIMPLE_EVENT,既存条件＋主地方の捕獲フラグ共有,68,SPECIES_KEY_MEW,78,95,100,0,EVENT,TABLE_KEY_KANTO_K43,KANTO_LEAGUE_CLEAR,SHARED_ONCE,ONE_LEGAL_MOVE,ITEM_KEY_NONE,SHARED_CAPTURE_KEY_NATIONAL_0151,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。
ENCOUNTER_KEY_KANTO_FAMILY_0069,MAP_KEY_KANTO_K47,K47,オーキド研究所の生態交換タマゴ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,69,SPECIES_KEY_CHIKORITA,79,68,68,2,NORMAL,TABLE_KEY_KANTO_K47,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,御三家を野生化せず、両地方の研究所を巡る収集導線にする。
ENCOUNTER_KEY_KANTO_FAMILY_0070,MAP_KEY_KANTO_K47,K47,オーキド研究所の生態交換タマゴ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,70,SPECIES_KEY_CYNDAQUIL,80,68,68,2,NORMAL,TABLE_KEY_KANTO_K47,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,御三家を野生化せず、両地方の研究所を巡る収集導線にする。
ENCOUNTER_KEY_KANTO_FAMILY_0071,MAP_KEY_KANTO_K47,K47,オーキド研究所の生態交換タマゴ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,71,SPECIES_KEY_TOTODILE,81,68,68,2,NORMAL,TABLE_KEY_KANTO_K47,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,御三家を野生化せず、両地方の研究所を巡る収集導線にする。
ENCOUNTER_KEY_KANTO_FAMILY_0072,MAP_KEY_KANTO_K18,K18,大量発生,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,72,SPECIES_KEY_SENTRET,82,84,90,0,NORMAL,TABLE_KEY_KANTO_K18,KANTO_CERT_3,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0073,MAP_KEY_KANTO_K03,K03,草むらオーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,73,SPECIES_KEY_HOOTHOOT,83,71,75,8,NORMAL,TABLE_KEY_KANTO_K03,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0074,MAP_KEY_KANTO_K24,K24,草むらオーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,74,SPECIES_KEY_LEDYBA,84,74,79,8,NORMAL,TABLE_KEY_KANTO_K24,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0075,MAP_KEY_KANTO_K35,K35,ずつき／朝昼オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,75,SPECIES_KEY_SPINARAK,85,85,94,8,NORMAL,TABLE_KEY_KANTO_K35,KANTO_CERT_3,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0076,MAP_KEY_KANTO_K15,K15,水上オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,76,SPECIES_KEY_CHINCHOU,86,85,90,10,NORMAL,TABLE_KEY_KANTO_K15,KANTO_CERT_3,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0077,MAP_KEY_KANTO_VIRIDIAN_FOREST,K26,DexNav隠し枠／低確率タマゴ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,77,SPECIES_KEY_PICHU,10,70,76,0,NORMAL,TABLE_KEY_KANTO_K26,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0078,MAP_KEY_KANTO_K27,K27,DexNav隠し枠／低確率タマゴ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,78,SPECIES_KEY_CLEFFA,14,73,80,0,NORMAL,TABLE_KEY_KANTO_K27,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0079,MAP_KEY_KANTO_K03,K03,DexNav隠し枠／低確率タマゴ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,79,SPECIES_KEY_IGGLYBUFF,16,71,75,0,NORMAL,TABLE_KEY_KANTO_K03,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0080,MAP_KEY_KANTO_K03,K03,DexNav隠し枠／低確率タマゴ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,80,SPECIES_KEY_TOGEPI,87,71,75,0,NORMAL,TABLE_KEY_KANTO_K03,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0081,MAP_KEY_KANTO_K23,K23,草むらオーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,81,SPECIES_KEY_NATU,88,92,98,8,NORMAL,TABLE_KEY_KANTO_K23,KANTO_CERT_5,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0082,MAP_KEY_KANTO_K32,K32,洞窟・屋内オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,82,SPECIES_KEY_MAREEP,89,83,91,8,NORMAL,TABLE_KEY_KANTO_K32,KANTO_CERT_2,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0083,MAP_KEY_KANTO_K02,K02,ずつき／朝昼オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,83,SPECIES_KEY_HOPPIP,92,69,73,8,NORMAL,TABLE_KEY_KANTO_K02,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0084,MAP_KEY_KANTO_K16,K16,草むらオーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,84,SPECIES_KEY_AIPOM,93,81,86,8,NORMAL,TABLE_KEY_KANTO_K16,KANTO_CERT_2,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0085,MAP_KEY_KANTO_K02,K02,ずつき／朝昼オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,85,SPECIES_KEY_SUNKERN,94,69,73,8,NORMAL,TABLE_KEY_KANTO_K02,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0086,MAP_KEY_KANTO_K24,K24,草むらオーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,86,SPECIES_KEY_YANMA,95,74,79,8,NORMAL,TABLE_KEY_KANTO_K24,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0087,MAP_KEY_KANTO_K06,K06,釣りオーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,87,SPECIES_KEY_WOOPER,96,75,80,10,NORMAL,TABLE_KEY_KANTO_K06,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0088,MAP_KEY_KANTO_K11,K11,夜間オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,88,SPECIES_KEY_MURKROW,97,76,82,8,NORMAL,TABLE_KEY_KANTO_K11,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0089,MAP_KEY_KANTO_K31,K31,夜間オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,89,SPECIES_KEY_MISDREAVUS,98,82,90,8,NORMAL,TABLE_KEY_KANTO_K31,KANTO_CERT_2,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0090,MAP_KEY_KANTO_K41,K41,洞窟・屋内オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,90,SPECIES_KEY_UNOWN,99,90,97,8,NORMAL,TABLE_KEY_KANTO_K41,KANTO_CERT_5,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0091,MAP_KEY_KANTO_K14,K14,草むらオーバーレイ＋追加進化道具,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,91,SPECIES_KEY_GIRAFARIG,101,84,89,8,NORMAL,TABLE_KEY_KANTO_K14,KANTO_CERT_3,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクの既存個体を無駄にせず追加進化可能。カントーは進化道具と高レベル素材の供給地。
ENCOUNTER_KEY_KANTO_FAMILY_0092,MAP_KEY_KANTO_K33,K33,ずつき／朝昼オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,92,SPECIES_KEY_PINECO,102,82,90,8,NORMAL,TABLE_KEY_KANTO_K33,KANTO_CERT_2,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0093,MAP_KEY_KANTO_K30,K30,洞窟・屋内オーバーレイ＋追加進化道具,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,93,SPECIES_KEY_DUNSPARCE,103,80,87,8,NORMAL,TABLE_KEY_KANTO_K30,KANTO_CERT_1,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクの既存個体を無駄にせず追加進化可能。カントーは進化道具と高レベル素材の供給地。
ENCOUNTER_KEY_KANTO_FAMILY_0094,MAP_KEY_KANTO_K04,K04,草むらオーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,94,SPECIES_KEY_GLIGAR,104,72,77,8,NORMAL,TABLE_KEY_KANTO_K04,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
