evolution_chain_id,root_name,family,types_in_family,family_category,vega_inclusion,primary_role,recommended_level_up_core,recommended_tm_core,recommended_tutor_core,progression_rule,overcoverage_rule,manual_review_priority
59,ムチュール,ムチュール → ルージュラ,こおり / エスパー,ベビィ含有,既存（トーホク図鑑184）; 既存（トーホク図鑑185）,特殊寄り,ふぶき / ゆきげしき / サイコショック / めいそう / こごえるかぜ / ねんりき,アイススピナー / サイコショック,トリプルアクセル / トリック,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
60,エレキッド,エレキッド → エレブー → エレキブル,でんき,ベビィ含有,既存（トーホク図鑑112）; 既存（トーホク図鑑113）; 既存（トーホク図鑑114）,両刀・可変,10まんボルト / でんじは / でんきショック / かみなりパンチ,ボルトチェンジ,エレキネット,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
61,ブビィ,ブビィ → ブーバー → ブーバーン,ほのお,ベビィ含有,既存（トーホク図鑑115）; 既存（トーホク図鑑116）; 既存（トーホク図鑑117）,両刀・可変,かえんほうしゃ / おにび / ひのこ / ニトロチャージ,かえんほうしゃ,ねっぷう,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
62,カイロス,カイロス,むし,通常生態,既存（トーホク図鑑259）,物理アタッカー,むしくい / ねばねばネット,とんぼがえり,むしくい,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
63,ケンタロス,ケンタロス,ノーマル,通常生態,既存（トーホク図鑑203）,物理アタッカー,ずつき / アンコール,まもる,てだすけ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
64,コイキング,コイキング → ギャラドス,ひこう / みず,通常生態,未収録・追加対象,物理アタッカー,アクアジェット / みずのはどう / たきのぼり / あまごい / ブレイブバード / おいかぜ,アクアブレイク / アクロバット,クイックターン / おいかぜ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
65,ラプラス,ラプラス,こおり / みず,通常生態,既存（トーホク図鑑340）,特殊アタッカー,みずのはどう / あまごい / こごえるかぜ / ゆきげしき,アクアブレイク / アイススピナー,クイックターン / トリプルアクセル,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
66,メタモン,メタモン,ノーマル,人工・無機物,既存（トーホク図鑑183）,物理寄り,ずつき / アンコール,まもる,てだすけ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
67,イーブイ,イーブイ → シャワーズ → サンダース → ブースター → エーフィ → ブラッキー → リーフィア → グレイシア → ニンフィア,あく / くさ / こおり / でんき / ほのお / みず / エスパー / ノーマル / フェアリー,通常生態,未収録・追加対象,特殊アタッカー,ずつき / アンコール / ハイドロポンプ / あまごい / かみなり / でんじは / フレアドライブ / おにび,まもる / アクアブレイク / ボルトチェンジ / かえんほうしゃ / サイコショック,てだすけ / クイックターン / エレキネット / ねっぷう / トリック,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
68,ポリゴン,ポリゴン → ポリゴン２ → ポリゴンＺ,ノーマル,人工・無機物,既存（トーホク図鑑075）; 既存（トーホク図鑑076）; 既存（トーホク図鑑077）,特殊アタッカー,ずつき / アンコール / ハイパーボイス / ばくおんぱ（音系のみ）,まもる,てだすけ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
69,オムナイト,オムナイト → オムスター,いわ / みず,化石,未収録・追加対象,特殊アタッカー,いわおとし / ステルスロック / アクアジェット / あまごい / メテオビーム / ハイドロポンプ,ステルスロック / アクアブレイク,メテオビーム / クイックターン,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
70,カブト,カブト → カブトプス,いわ / みず,化石,未収録・追加対象,物理アタッカー,いわおとし / ステルスロック / アクアジェット / あまごい / ストーンエッジ / たきのぼり,ステルスロック / アクアブレイク,メテオビーム / クイックターン,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
71,プテラ,プテラ,いわ / ひこう,化石,既存（トーホク図鑑123）,物理アタッカー,いわおとし / ステルスロック / つばさでうつ / おいかぜ,ステルスロック / アクロバット,メテオビーム / おいかぜ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
72,ゴンベ,ゴンベ → カビゴン,ノーマル,ベビィ含有,未収録・追加対象,物理寄り,すてみタックル / アンコール / ずつき,まもる,てだすけ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
73,フリーザー,フリーザー,こおり / ひこう,伝説,既存（トーホク図鑑136）,特殊アタッカー,こごえるかぜ / ゆきげしき / かぜおこし / おいかぜ,アイススピナー / アクロバット,トリプルアクセル / おいかぜ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
