scope,species_key,name,types,role,stage,tohoku_planned_level,kanto_planned_level,recommended_move1,recommended_move2,recommended_move3,recommended_move4,safety_checks
公式,109,ドガース,どく,補助寄り両刀,基礎形,既存値,Lv.91～98,どくばり,アシッドボム,どくどく,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,110,マタドガス,どく,補助寄り両刀,進化先／最終形,既存値,Lv.91～98,どくづき,ヘドロばくだん,どくどく,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,111,サイホーン,じめん／いわ,物理寄り,基礎形,既存値,Lv.85～94,どろかけ,いわおとし,すなあらし,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,112,サイドン,じめん／いわ,物理アタッカー,中間進化,既存値,Lv.85～94,じならし,いわなだれ,すなあらし,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,113,ラッキー,ノーマル,耐久・補助,中間進化,既存値,Lv.85～94,のしかかり,ハイパーボイス,アンコール,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,114,モンジャラ,くさ,特殊寄り,基礎形,Lv.3～6,Lv.89～94,メガドレイン,やどりぎのタネ,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,115,ガルーラ,ノーマル,物理アタッカー,基礎形,既存値,Lv.85～94,ずつき,アンコール,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,116,タッツー,みず,両刀・可変,基礎形,Lv.27～33,Lv.87～92,アクアジェット,みずのはどう,あまごい,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,117,シードラ,みず,両刀・可変,中間進化,Lv.27～33,Lv.87～92,アクアブレイク,なみのり,あまごい,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,118,トサキント,みず,両刀・可変,基礎形,Lv.19～25,Lv.82～87,アクアジェット,みずのはどう,あまごい,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,119,アズマオウ,みず,両刀・可変,進化先／最終形,Lv.19～25,Lv.82～87,アクアブレイク,なみのり,あまごい,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,120,ヒトデマン,みず,両刀・可変,基礎形,既存値,Lv.88～93,アクアジェット,みずのはどう,あまごい,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,121,スターミー,みず／エスパー,特殊アタッカー,進化先／最終形,既存値,Lv.88～93,なみのり,サイコキネシス,あまごい,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,122,バリヤード,エスパー／フェアリー,特殊寄り,中間進化,Lv.28～35,Lv.90～97（異常遭遇）,サイコキネシス,マジカルシャイン,めいそう,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,123,ストライク,むし／ひこう,物理アタッカー,基礎形,Lv.38～48／殿堂入り後Lv.55～70,Lv.85～94,むしくい,つばさでうつ,ねばねばネット,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,124,ルージュラ,こおり／エスパー,特殊アタッカー,進化先／最終形,既存値,Lv.88～96,れいとうビーム,サイコキネシス,ゆきげしき,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,125,エレブー,でんき,特殊アタッカー,中間進化,既存値,Lv.82～94,10まんボルト,でんじは,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,126,ブーバー,ほのお,特殊アタッカー,中間進化,既存値,Lv.91～98,かえんほうしゃ,おにび,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,127,カイロス,むし,物理アタッカー,基礎形,既存値,Lv.85～94,むしくい,ねばねばネット,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,128,ケンタロス,ノーマル,物理アタッカー,基礎形,既存値,Lv.85～94,ずつき,アンコール,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,129,コイキング,みず,両刀・可変,基礎形,Lv.19～25,Lv.87～92,アクアジェット,みずのはどう,あまごい,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,130,ギャラドス,みず／ひこう,物理アタッカー,進化先／最終形,Lv.19～25,Lv.87～92,アクアブレイク,ドリルくちばし,あまごい,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,131,ラプラス,みず／こおり,特殊アタッカー,基礎形,既存値,Lv.78～84（固定戦）,みずのはどう,こごえるかぜ,あまごい,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,132,メタモン,ノーマル,物理寄り,基礎形,既存値,Lv.95～100,ずつき,アンコール,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,133,イーブイ,ノーマル,物理寄り,基礎形,Lv.30～40／殿堂入り後Lv.55～70,Lv.82～90,ずつき,アンコール,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,134,シャワーズ,みず,特殊アタッカー,進化先／最終形,Lv.30～40／殿堂入り後Lv.55～70,Lv.82～90,なみのり,あまごい,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,135,サンダース,でんき,特殊アタッカー,進化先／最終形,Lv.30～40／殿堂入り後Lv.55～70,Lv.82～90,10まんボルト,でんじは,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,136,ブースター,ほのお,物理アタッカー,進化先／最終形,Lv.30～40／殿堂入り後Lv.55～70,Lv.82～90,ニトロチャージ,おにび,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,137,ポリゴン,ノーマル,物理寄り,基礎形,既存値,Lv.90～97（異常遭遇）,ずつき,アンコール,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,138,オムナイト,いわ／みず,物理寄り,基礎形,Lv.20,Lv.30,いわおとし,アクアジェット,ステルスロック,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,139,オムスター,いわ／みず,特殊アタッカー,進化先／最終形,Lv.20,Lv.30,パワージェム,なみのり,ステルスロック,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,140,カブト,いわ／みず,物理寄り,基礎形,Lv.20,Lv.30,いわおとし,アクアジェット,ステルスロック,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,141,カブトプス,いわ／みず,物理アタッカー,進化先／最終形,Lv.20,Lv.30,いわなだれ,アクアブレイク,ステルスロック,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,142,プテラ,いわ／ひこう,物理アタッカー,基礎形,既存値,復元個体Lv.20／再調整Lv.70,いわおとし,つばさでうつ,ステルスロック,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,143,カビゴン,ノーマル,物理アタッカー,進化先／最終形,Lv.12～17,Lv.82～87,のしかかり,アンコール,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,144,フリーザー,こおり／ひこう,特殊アタッカー,基礎形,Lv.70,イベント別,こごえるかぜ,かぜおこし,ゆきげしき,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,145,サンダー,でんき／ひこう,特殊アタッカー,基礎形,Lv.70,イベント別,でんきショック,かぜおこし,でんじは,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,146,ファイヤー,ほのお／ひこう,特殊アタッカー,基礎形,Lv.70,イベント別,ひのこ,かぜおこし,おにび,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
