evolution_chain_id,root_national_no,family,root_name,generation_first,types,category,vega_existing_members,new_members_to_import,integration_mode,tohoku_map_code,tohoku_location,tohoku_method,tohoku_level,tohoku_rate,tohoku_condition,kanto_map_code,kanto_location,kanto_method,kanto_level,kanto_rate,kanto_condition,dual_region_role,table_policy,implementation_priority
45,102,タマタマ → ナッシー,タマタマ,1,くさ／エスパー,通常生態,タマタマ・ナッシー,なし,ベガ既存系統を完全保持,VEGA_NATIVE,ベガ既存地点（出現表・配布・進化を変更しない）,ベガ既存入手法,既存値,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,K35,サファリゾーン東,ずつき／朝昼オーバーレイ,Lv.85～94,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。,既存テーブル無変更,P0
46,104,カラカラ → ガラガラ,カラカラ,1,じめん,通常生態,なし,カラカラ・ガラガラ,外来生態レイヤーへ追加,T028,ひのしま,いわくだき／DexNav,Lv.30～40／殿堂入り後Lv.55～70,通常0%／DexNav 2～5%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K31,ポケモンタワー,洞窟・屋内オーバーレイ,Lv.82～90,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
48,108,ベロリンガ → ベロベルト,ベロリンガ,1,ノーマル,通常生態,ベロリンガ・ベロベルト,なし,ベガ既存系統を完全保持,VEGA_NATIVE,ベガ既存地点（出現表・配布・進化を変更しない）,ベガ既存入手法,既存値,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,K18,18ばんどうろ,草むらオーバーレイ,Lv.84～90,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。,既存テーブル無変更,P0
49,109,ドガース → マタドガス,ドガース,1,どく,通常生態,ドガース・マタドガス,なし,ベガ既存系統を完全保持,VEGA_NATIVE,ベガ既存地点（出現表・配布・進化を変更しない）,ベガ既存入手法,既存値,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,K39,ポケモンやしき,洞窟・屋内オーバーレイ,Lv.91～98,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。,既存テーブル無変更,P0
50,111,サイホーン → サイドン → ドサイドン,サイホーン,1,じめん／いわ,通常生態,サイホーン・サイドン・ドサイドン,なし,ベガ既存系統を完全保持,VEGA_NATIVE,ベガ既存地点（出現表・配布・進化を変更しない）,ベガ既存入手法,既存値,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,K37,サファリゾーン西,いわくだき／DexNav,Lv.85～94,通常0%／DexNav 2～5%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。,既存テーブル無変更,P0
52,114,モンジャラ → モジャンボ,モンジャラ,1,くさ,通常生態,なし,モンジャラ・モジャンボ,外来生態レイヤーへ追加,T502,502ばんどうろ／すいどう,ずつき／朝昼オーバーレイ,Lv.3～6,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K21,21ばんどうろ,草むらオーバーレイ,Lv.89～94,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
53,115,ガルーラ,ガルーラ,1,ノーマル,通常生態,ガルーラ,なし,ベガ既存系統を完全保持,VEGA_NATIVE,ベガ既存地点（出現表・配布・進化を変更しない）,ベガ既存入手法,既存値,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,K37,サファリゾーン西,大量発生,Lv.85～94,通常0%／発生中20～35%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。,既存テーブル無変更,P0
54,116,タッツー → シードラ → キングドラ,タッツー,1,みず／ドラゴン,通常生態,なし,タッツー・シードラ・キングドラ,外来生態レイヤーへ追加,T512,512ばんどうろ／すいどう,水上オーバーレイ,Lv.27～33,追加抽選4～8%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K19,19ばんどうろ,水上オーバーレイ,Lv.87～92,通常表10～20%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
55,118,トサキント → アズマオウ,トサキント,1,みず,通常生態,なし,トサキント・アズマオウ,外来生態レイヤーへ追加,T508,508ばんどうろ／すいどう,水上オーバーレイ,Lv.19～25,追加抽選4～8%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K12,12ばんどうろ,水上オーバーレイ,Lv.82～87,通常表10～20%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
56,120,ヒトデマン → スターミー,ヒトデマン,1,みず／エスパー,人工・無機物,ヒトデマン・スターミー,なし,ベガ既存系統を完全保持,VEGA_NATIVE,ベガ既存地点（出現表・配布・進化を変更しない）,ベガ既存入手法,既存値,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,K20,20ばんどうろ,釣りオーバーレイ,Lv.88～93,通常表10～20%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。,既存テーブル無変更,P0
58,123,ストライク → ハッサム → バサギリ,ストライク,1,ひこう／いわ／むし／はがね,通常生態,ストライク・ハッサム,バサギリ,既存系統の拡張,T037,サファリゾーン西,既存個体から追加進化＋いわくだき／DexNav,Lv.38～48／殿堂入り後Lv.55～70,基礎種は既存／進化道具・技条件,ベガ内の既存種を入口にし、未収録の前進化・分岐・追加進化だけを追加。重複する野生個体は作らない。,K35,サファリゾーン東,ずつき／朝昼オーバーレイ＋追加進化道具,Lv.85～94,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクの既存個体を無駄にせず追加進化可能。カントーは進化道具と高レベル素材の供給地。,既存種族IDを固定し、進化先だけ新IDへ接続,P1
62,127,カイロス,カイロス,1,むし,通常生態,カイロス,なし,ベガ既存系統を完全保持,VEGA_NATIVE,ベガ既存地点（出現表・配布・進化を変更しない）,ベガ既存入手法,既存値,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,K35,サファリゾーン東,ずつき／朝昼オーバーレイ,Lv.85～94,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。,既存テーブル無変更,P0
63,128,ケンタロス,ケンタロス,1,ノーマル,通常生態,ケンタロス,なし,ベガ既存系統を完全保持,VEGA_NATIVE,ベガ既存地点（出現表・配布・進化を変更しない）,ベガ既存入手法,既存値,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,K37,サファリゾーン西,草むらオーバーレイ,Lv.85～94,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。,既存テーブル無変更,P0
64,129,コイキング → ギャラドス,コイキング,1,ひこう／みず,通常生態,なし,コイキング・ギャラドス,外来生態レイヤーへ追加,T508,508ばんどうろ／すいどう,水上オーバーレイ,Lv.19～25,追加抽選4～8%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K19,19ばんどうろ,水上オーバーレイ,Lv.87～92,通常表10～20%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
65,131,ラプラス,ラプラス,1,みず／こおり,通常生態,ラプラス,なし,ベガ既存系統を完全保持,VEGA_NATIVE,ベガ既存地点（出現表・配布・進化を変更しない）,ベガ既存入手法,既存値,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,K29,サント・アンヌ号,釣りオーバーレイ,Lv.78～84（固定戦）,通常表10～20%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。,既存テーブル無変更,P0
66,132,メタモン,メタモン,1,ノーマル,人工・無機物,メタモン,なし,ベガ既存系統を完全保持,VEGA_NATIVE,ベガ既存地点（出現表・配布・進化を変更しない）,ベガ既存入手法,既存値,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,K43,ハナダのどうくつ,屋内異常遭遇／DexNav,Lv.95～100,通常0%／DexNav 2～5%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。,既存テーブル無変更,P0
