evolution_id,from_national_no,from_name,to_national_no,to_name,official_condition,vega_integrated_condition,requires_new_item_or_counter,implementation_note
533,712,カチコール,713,クレベース,レベルアップ＋Lv.37以上,レベルアップ＋Lv.37以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
534,723,フクスロー,724,ジュナイパー,レベルアップ＋Lv.36以上,レベルアップ＋Lv.36以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
535,77,ポニータ,78,ギャロップ,レベルアップ＋Lv.40以上,レベルアップ＋Lv.40以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
536,109,ドガース,110,マタドガス,レベルアップ＋Lv.35以上,レベルアップ＋Lv.35以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
537,439,マネネ,122,バリヤード,レベルアップ＋ものまねを覚えている,レベルアップ＋ものまねを覚えている（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
538,263,ジグザグマ,264,マッスグマ,レベルアップ＋Lv.20以上,レベルアップ＋Lv.20以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
539,891,ダクマ,892,ウーラオス,道具使用＋あくのかけじくを使う,道具使用＋あくのかけじくを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
540,891,ダクマ,892,ウーラオス,道具使用＋みずのかけじくを使う,道具使用＋みずのかけじくを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
541,840,カジッチュ,1011,カミッチュ,道具使用＋みついりりんごを使う,道具使用＋みついりりんごを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
542,884,ジュラルドン,1018,ブリジュラス,道具使用＋ふくごうきんぞくを使う,ジュラルドンに「ふくごうきんぞく」を使用。D・H炉心で反復精製可能。,いいえ,DPE拡張系統内で接続
543,1011,カミッチュ,1019,カミツオロチ,レベルアップ＋ドラゴンエールを覚えている,レベルアップ＋ドラゴンエールを覚えている（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
544,1012,チャデス,1013,ヤバソチャ,道具使用＋ボンサクのちゃわんを使う,道具使用＋ボンサクのちゃわんを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
545,1012,チャデス,1013,ヤバソチャ,道具使用＋ケッサクのちゃわんを使う,道具使用＋ケッサクのちゃわんを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
546,82,レアコイル,462,ジバコイル,レベルアップ＋指定場所ID 446,「じばのコア」を持たせてレベルアップ。かみなりのしま／D・H炉心でも可。,はい,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
547,299,ノズパス,476,ダイノーズ,レベルアップ＋指定場所ID 446,「じばのコア」を持たせてレベルアップ。かみなりのしま／D・H炉心でも可。,はい,DPE拡張系統内で接続
548,133,イーブイ,470,リーフィア,レベルアップ＋指定場所ID 438＋特殊な岩の近く,「コケのコア」を持たせて昼にレベルアップ。ハクジのもりでも可。,はい,DPE拡張系統内で接続
549,133,イーブイ,471,グレイシア,レベルアップ＋指定場所ID 445＋特殊な岩の近く,「こおりのコア」を持たせて夜にレベルアップ。こおりのしまでも可。,はい,DPE拡張系統内で接続
550,133,イーブイ,470,リーフィア,レベルアップ＋指定場所ID 750＋特殊な岩の近く,「コケのコア」を持たせて昼にレベルアップ。ハクジのもりでも可。,はい,DPE拡張系統内で接続
551,133,イーブイ,471,グレイシア,レベルアップ＋指定場所ID 775＋特殊な岩の近く,「こおりのコア」を持たせて夜にレベルアップ。こおりのしまでも可。,はい,DPE拡張系統内で接続
552,854,ヤバチャ,855,ポットデス,道具使用＋かけたポットを使う,道具使用＋かけたポットを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
553,349,ヒンバス,350,ミロカロス,レベルアップ＋うつくしさ170以上,うつくしさはコンディション非依存にし、きれいなウロコ使用。,いいえ,DPE拡張系統内で接続
554,710,バケッチャ,711,パンプジン,通信交換,「つながりのヒモ」を使用。通信交換でも従来通り進化。,はい,DPE拡張系統内で接続
555,710,バケッチャ,711,パンプジン,通信交換,「つながりのヒモ」を使用。通信交換でも従来通り進化。,はい,DPE拡張系統内で接続
556,710,バケッチャ,711,パンプジン,通信交換,「つながりのヒモ」を使用。通信交換でも従来通り進化。,はい,DPE拡張系統内で接続
