national_no,name,identifier,generation,types,evolution_chain_id,family_category,is_legendary,is_mythical,vega_status,integration_action,earliest_gate,primary_area,acquisition_method,encounter_rate_or_limit,conditions,dex_policy,id_policy
79,ヤドン,slowpoke,1,みず／エスパー,33,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,507～509ばんどうろ・水道,釣り,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0079（新規16bit ID）
80,ヤドラン,slowbro,1,みず／エスパー,33,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,507～509ばんどうろ・水道,進化,―,レベルアップ＋Lv.37以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0080（新規16bit ID）
81,コイル,magnemite,1,でんき／はがね,34,人工・無機物,no,no,既存（トーホク図鑑058）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.058。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_058（実ROMから確定）
82,レアコイル,magneton,1,でんき／はがね,34,人工・無機物,no,no,既存（トーホク図鑑059）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.059。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_059（実ROMから確定）
83,カモネギ,farfetchd,1,ノーマル／ひこう,35,通常生態,no,no,既存（トーホク図鑑365）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.365。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_365（実ROMから確定）
84,ドードー,doduo,1,ノーマル／ひこう,36,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,501ばんどうろ,時間帯オーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0084（新規16bit ID）
85,ドードリオ,dodrio,1,ノーマル／ひこう,36,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,501ばんどうろ,進化,―,レベルアップ＋Lv.31以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0085（新規16bit ID）
86,パウワウ,seel,1,みず,37,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,こおりのしま,釣り,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0086（新規16bit ID）
87,ジュゴン,dewgong,1,みず／こおり,37,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,こおりのしま,進化,―,レベルアップ＋Lv.34以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0087（新規16bit ID）
88,ベトベター,grimer,1,どく,38,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,502ばんどうろ,時間帯オーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0088（新規16bit ID）
89,ベトベトン,muk,1,どく,38,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,502ばんどうろ,進化,―,レベルアップ＋Lv.38以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0089（新規16bit ID）
90,シェルダー,shellder,1,みず,39,通常生態,no,no,既存（トーホク図鑑041）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.041。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_041（実ROMから確定）
91,パルシェン,cloyster,1,みず／こおり,39,通常生態,no,no,既存（トーホク図鑑042）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.042。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_042（実ROMから確定）
92,ゴース,gastly,1,ゴースト／どく,40,通常生態,no,no,既存（トーホク図鑑063）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.063。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_063（実ROMから確定）
93,ゴースト,haunter,1,ゴースト／どく,40,通常生態,no,no,既存（トーホク図鑑064）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.064。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_064（実ROMから確定）
94,ゲンガー,gengar,1,ゴースト／どく,40,通常生態,no,no,既存（トーホク図鑑065）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.065。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_065（実ROMから確定）
95,イワーク,onix,1,いわ／じめん,41,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,チャンピオンロード,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0095（新規16bit ID）
96,スリープ,drowzee,1,エスパー,42,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,ときのようかん,時間帯オーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0096（新規16bit ID）
97,スリーパー,hypno,1,エスパー,42,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,ときのようかん,進化,―,レベルアップ＋Lv.26以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0097（新規16bit ID）
98,クラブ,krabby,1,みず,43,通常生態,no,no,既存（トーホク図鑑231）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.231。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_231（実ROMから確定）
99,キングラー,kingler,1,みず,43,通常生態,no,no,既存（トーホク図鑑232）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.232。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_232（実ROMから確定）
100,ビリリダマ,voltorb,1,でんき,44,人工・無機物,no,no,既存（トーホク図鑑223）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.223。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_223（実ROMから確定）
101,マルマイン,electrode,1,でんき,44,人工・無機物,no,no,既存（トーホク図鑑224）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.224。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_224（実ROMから確定）
102,タマタマ,exeggcute,1,くさ／エスパー,45,通常生態,no,no,既存（トーホク図鑑066）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.066。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_066（実ROMから確定）
103,ナッシー,exeggutor,1,くさ／エスパー,45,通常生態,no,no,既存（トーホク図鑑067）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.067。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_067（実ROMから確定）
104,カラカラ,cubone,1,じめん,46,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,ちえのどうくつ,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0104（新規16bit ID）
105,ガラガラ,marowak,1,じめん,46,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,ちえのどうくつ,進化,―,レベルアップ＋Lv.28以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0105（新規16bit ID）
106,サワムラー,hitmonlee,1,かくとう,47,ベビィ含有,no,no,既存（トーホク図鑑047）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.047。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_047（実ROMから確定）
107,エビワラー,hitmonchan,1,かくとう,47,ベビィ含有,no,no,既存（トーホク図鑑048）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.048。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_048（実ROMから確定）
108,ベロリンガ,lickitung,1,ノーマル,48,通常生態,no,no,既存（トーホク図鑑270）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.270。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_270（実ROMから確定）
109,ドガース,koffing,1,どく,49,通常生態,no,no,既存（トーホク図鑑264）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.264。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_264（実ROMから確定）
110,マタドガス,weezing,1,どく,49,通常生態,no,no,既存（トーホク図鑑265）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.265。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_265（実ROMから確定）
111,サイホーン,rhyhorn,1,じめん／いわ,50,通常生態,no,no,既存（トーホク図鑑071）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.071。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_071（実ROMから確定）
