evolution_chain_id,root_national_no,family,generation_first,types,category,vega_existing_members,new_members_to_import,integration_mode,earliest_gate,primary_area,primary_method,suggested_rate,condition_design,table_policy,implementation_priority
78,151,ミュウ,1,エスパー,幻,ミュウ,なし,ベガ既存系統を完全保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,既存テーブル無変更,P0
79,152,チコリータ → ベイリーフ → メガニウム,2,くさ,御三家,なし,チコリータ・ベイリーフ・メガニウム,地方研究タマゴ追加,殿堂入り＋全国研究開始,ハクジタウン研究所,地方研究依頼の報酬タマゴ,―,各世代の生態サンプルを3件提出。選択式にせず、依頼再受注で全系統入手可能。,通常野生表には入れない,P2
80,155,ヒノアラシ → マグマラシ → バクフーン,2,ほのお,御三家,なし,ヒノアラシ・マグマラシ・バクフーン,地方研究タマゴ追加,殿堂入り＋全国研究開始,ハクジタウン研究所,地方研究依頼の報酬タマゴ,―,各世代の生態サンプルを3件提出。選択式にせず、依頼再受注で全系統入手可能。,通常野生表には入れない,P2
81,158,ワニノコ → アリゲイツ → オーダイル,2,みず,御三家,なし,ワニノコ・アリゲイツ・オーダイル,地方研究タマゴ追加,殿堂入り＋全国研究開始,ハクジタウン研究所,地方研究依頼の報酬タマゴ,―,各世代の生態サンプルを3件提出。選択式にせず、依頼再受注で全系統入手可能。,通常野生表には入れない,P2
82,161,オタチ → オオタチ,2,ノーマル,通常生態,なし,オタチ・オオタチ,外来生態レイヤーへ追加,殿堂入り後,504～506ばんどうろ,草むらオーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
83,163,ホーホー → ヨルノズク,2,ノーマル／ひこう,通常生態,ホーホー・ヨルノズク,なし,ベガ既存系統を完全保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,既存テーブル無変更,P0
84,165,レディバ → レディアン,2,ひこう／むし,通常生態,レディバ・レディアン,なし,ベガ既存系統を完全保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,既存テーブル無変更,P0
85,167,イトマル → アリアドス,2,どく／むし,通常生態,イトマル・アリアドス,なし,ベガ既存系統を完全保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,既存テーブル無変更,P0
86,170,チョンチー → ランターン,2,みず／でんき,通常生態,なし,チョンチー・ランターン,外来生態レイヤーへ追加,殿堂入り後,サファリゾーン北,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
87,175,トゲピー → トゲチック → トゲキッス,2,ひこう／フェアリー,ベビィ含有,トゲピー・トゲチック・トゲキッス,なし,ベガ既存系統を完全保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,既存テーブル無変更,P0
88,177,ネイティ → ネイティオ,2,ひこう／エスパー,通常生態,なし,ネイティ・ネイティオ,外来生態レイヤーへ追加,殿堂入り後,全国生態保護区（サファリ増設区画）,生態保護区ローテーション,対象日10～20%（チケットで固定可）,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
89,179,メリープ → モココ → デンリュウ,2,でんき,通常生態,なし,メリープ・モココ・デンリュウ,外来生態レイヤーへ追加,殿堂入り後,D・Hビル／D・Hだんアジト,草むらオーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
90,298,ルリリ → マリル → マリルリ,2,ノーマル／みず／フェアリー,ベビィ含有,なし,マリル・マリルリ・ルリリ,外来生態レイヤーへ追加,殿堂入り後,シオウ近海,釣り,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
91,438,ウソハチ → ウソッキー,2,いわ,ベビィ含有,なし,ウソッキー・ウソハチ,外来生態レイヤーへ追加,殿堂入り後,サファリゾーン西,洞窟オーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
92,187,ハネッコ → ポポッコ → ワタッコ,2,ひこう／くさ,通常生態,なし,ハネッコ・ポポッコ・ワタッコ,外来生態レイヤーへ追加,殿堂入り後,521～523ばんどうろ,大量発生,発生中20～40%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
93,190,エイパム → エテボース,2,ノーマル,通常生態,なし,エイパム・エテボース,外来生態レイヤーへ追加,殿堂入り後,501ばんどうろ,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
94,191,ヒマナッツ → キマワリ,2,くさ,通常生態,なし,ヒマナッツ・キマワリ,外来生態レイヤーへ追加,殿堂入り後,ハクジのもり,草むらオーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
95,193,ヤンヤンマ → メガヤンマ,2,ひこう／むし,通常生態,なし,ヤンヤンマ・メガヤンマ,外来生態レイヤーへ追加,殿堂入り後,502ばんどうろ,ずつき,4～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
96,194,ウパー → ヌオー → ドオー,2,どく／じめん／みず,通常生態,なし,ウパー・ヌオー・ドオー,外来生態レイヤーへ追加,殿堂入り後,507～509ばんどうろ・水道,水上,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
97,198,ヤミカラス → ドンカラス,2,ひこう／あく,通常生態,ヤミカラス・ドンカラス,なし,ベガ既存系統を完全保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,既存テーブル無変更,P0
98,200,ムウマ → ムウマージ,2,ゴースト,通常生態,なし,ムウマ・ムウマージ,外来生態レイヤーへ追加,殿堂入り後,こころのやかた,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
99,201,アンノーン,2,エスパー,通常生態,アンノーン,なし,ベガ既存系統を完全保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,既存テーブル無変更,P0
100,360,ソーナノ → ソーナンス,2,エスパー,ベビィ含有,なし,ソーナンス・ソーナノ,外来生態レイヤーへ追加,殿堂入り後,スフィアいせき,時間帯オーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
101,203,キリンリキ → リキキリン,2,ノーマル／エスパー,通常生態,キリンリキ,リキキリン,既存系統の拡張,バッジ2個以降,既存個体・育て屋・進化アイテム,既存種から進化／タマゴ,―,ベガ内の既存種を入口にし、未収録の前進化・分岐・追加進化だけを追加。重複する野生個体は作らない。,既存種族IDを固定し、進化先だけ新IDへ接続,P1
